PMID	Type	Abstract	Keywords	Journal	Rank	Title	Date	Organism	Score	Language	Country	Authors
4001874	Journal Article	Fifty-one patients with rheumatoid arthritis were examined at 6-month intervals during a 2-3-year investigation period. Correlations of an inflammatory activity index calculated from nine criteria with several laboratory parameters were computed. ESR correlated most closely, followed by the IgM concentration of circulating immune complexes, hemoglobin, C3A, and fibrinogen.	NA	Scandinavian journal of rheumatology	4.Bronze	Correlation of inflammatory RA disease activity with laboratory parameters.	1985	NA	0.0	[\&#39;eng\&#39;]	England	Mielke H, Deicher H
27062373	Comparative Study	Rheumatoid arthritis (RA) is a common inflammatory polyarthritis, which causes functional digital ulnar deviation (UD). Radiographic and magnetic resonance imaging (MRI) assessment of the hands is essential in RA, but its role in the quantification of UD remains unclear. To compare UD measurements in RA patients between clinical goniometric assessments versus standardized radiographs and MRI. Fifteen RA patients with clinically apparent UD and 11 RA patients without UD underwent a rheumatological examination prior to recruitment to this study. Goniometric measurements for UD at the metacarpophalangeal (MCP) joints were performed by an occupational therapist (OT). Standardized hand radiographs, and MRI studies of the dominant hand using 3T MRI scanner with 16 channel hand/wrist coil were evaluated. Angulation measurements for radiographs and MRI were performed independently by two experienced musculoskeletal radiologists who were blinded to the rheumatologist\&#39;s, occupational therapist\&#39;s and each other\&#39;s assessments. Inter-observer correlation between radiologists was &gt;0.97 for both radiographic and MRI measurements. Correlation between OT goniometric measurements and the imaging-based measurements was limited at 0.496 for radiographs and 0.317 for MRI. Correlation between imaging modalities was 0.513. Compared to OT measurements, radiographic and MRI study measurements significantly underestimate the angulation in RA patients with UD (P &lt; 0.001). The results of this study demonstrated discordance between radiological and goniometric measurements of digital ulnar angulation at the MCP joints in RA patients. Although imaging plays a key role in understanding structural damage and disease activity in RA, it should be emphasized that radiological measurements underrate joint malalignment.	[[\&#39;magnetic resonance imaging\&#39;, \&#39;occupational therapy\&#39;, \&#39;radiography\&#39;, \&#39;rheumatoid arthritis\&#39;, \&#39;ulnar deviation\&#39;]]	Journal of medical imaging and radiation oncology	4.Bronze	The role of radiology in the quantification of digital ulnar deviation in rheumatoid arthritis patients.	06/04/2016	Division of Rheumatology, Department of Medicine, Royal University Hospital, University of Saskatchewan, Saskatoon, Saskatchewan, Canada.	0.0	[\&#39;eng\&#39;]	Australia	Taylor-Gjevre RM, Mitchell A, Street M, Leswick DA, Stewart SA, Obaid H
16671950	Journal Article	Rheumatoid arthritis (RA) is a chronic inflammatory disease in which interleukin (IL)-18 plays an important role. However, there are controversial reports on IL-18 promoter polymorphism as an independent marker of RA susceptibility. The aim of present study was to examine the IL-18 promoter polymorphism in patients with RA, and its association with disease susceptibility, activity and severity. We examined 309 patients with RA from a Polish population diagnosed according to the criteria of American College of Rheumatology. An allele-specific polymerase chain reaction was used for analysis of the polymorphisms in positions - 137 and - 607 in promoter region of IL-18 gene. A significantly decreased number of subjects with AC/AC and AG/AG diplotypes was observed among RA patients as compared with healthy controls (OR - 0.51, 95%CI 0.28-0.95, P = 0.045) and (OR - 0.12, 95% CI 0.02-0.97, P = 0.042), respectively. Nevertheless, there was no significant association with disease activity, joint erosions, extra-articular manifestations, rheumatoid factor. Above results suggest that IL-18-137 and - 607 promoter polymorphisms are not the significant factors influencing RA course and severity in a Polish population.	NA	Tissue antigens	4.Bronze	Interleukin-18 promoter polymorphism in patients with rheumatoid arthritis.	2006	Department of Pharmacokinetics and Therapeutic Drug Monitoring, Pomeranian Medical University, Szczecin, Poland. pawand@poczta.onet.pl	0.0	[\&#39;eng\&#39;]	England	Pawlik A, Kurzawski M, Czerny B, Gawronska-Szklarz B, Drozdzik M, Herczynska M
17928788	English Abstract	The development of new and more efficacious therapeutic agents, though expensive and potentially toxic, helped to implement objective measures to quantify the improvement and to monitor the evolution of inflammatory rheumatic diseases. The aim of our protocol (PMAIJ) is to supply rheumatologists and paediatricians with a useful tool for follow-up of juvenile arthritis patients using validated instruments for the evaluation of activity, functional capacity and response to treatment. PMAIJ has 2 pages. The first page is filled only at the initial evaluation; the second page is filled at first and in all the appointments after that. The application of this protocol would contribute to the standardization of procedures in different Paediatric Rheumatology Centres and would help to obtain useful information on the clinical evolution of JIA patients followed in Portugal.	NA	Acta reumatologica portuguesa	3.Silver	[Protocol for clinical monitoring of juvenile idiopathic arthritis].	NA	Serviço de Reumatologia, Hospital de Santa Maria, Lisbon. helenacanhao@netcabo.pt	0.007692307692307693	[\&#39;por\&#39;]	Portugal	Canhão H, Fonseca JE, Santos MJ, Gomes JA
17530680	Clinical Trial	To evaluate the impact of polymyalgia rheumatica (PMR) on clinical outcomes and quality of life (QOL); the relationship between laboratory measures and clinical outcomes, and changes in QOL; and agreement between rheumatologists in confirming the initial diagnosis. We conducted a prospective study of 129 participants in 8 hospitals in England who met a modified version of the Jones and Hazleman criteria and had not started steroid therapy. The main outcome measures were response to steroids after 3 weeks (minimum 50% improvement in proximal pain, morning stiffness &lt;30 minutes, acute-phase response not elevated), relapses, QOL as measured by the Short Form 36 and Health Assessment Questionnaire, and diagnosis reassessment at 1 year. At 3 weeks, 55% of participants failed to meet our definition of a complete response to steroid therapy. Both physical and mental QOL at presentation were substantially lower than general population norms and improved by 12.6 (95% confidence interval [95% CI] 10.8, 14.4) and 11.2 (95% CI 8.5, 13.8) points, respectively, at 1 year. Proximal pain and longer morning stiffness were significantly associated with lower physical QOL during followup, whereas erythrocyte sedimentation rate was most strongly associated with lower mental QOL during followup. There was moderate agreement between clinicians in confirming the PMR diagnosis (kappa coefficients 0.49-0.65). PMR is a heterogeneous disease with a major impact on QOL. Ongoing monitoring should include disease activity based on symptoms, emergence of alternative diagnoses, and early referral of atypical and severe cases.	NA	Arthritis and rheumatism	4.Bronze	Clinical outcomes, quality of life, and diagnostic uncertainty in the first year of polymyalgia rheumatica.	2007	London School of Hygiene &amp; Tropical Medicine, London, UK.	0.0	[\&#39;eng\&#39;]	United States	Hutchings A, Hollywood J, Lamping DL, Pease CT, Chakravarty K, Silverman B, Choy EH, Scott DG, Hazleman BL, Bourke B, Gendi N, Dasgupta B
26308348	Journal Article	The aim of this study was to determine the frequency of increasing body mass index (BMI) in fibromyalgia (FM) and to understand the impact of increasing BMI on FM. Patients with FM were divided into 3 BMI classifications: normal weight, overweight, and obese. We then sought relationships of increasing BMI to core process FM variables and symptoms and disability, as well as medical comorbidities and demographic, socioeconomic, psychiatric, and treatment data. Of 224 patients, 0.4% were underweight; 25.9%, normal weight; 29.9%, overweight; 43.8%, obese. We found no differences within groups with regard to age, gender, demographics, FM symptoms, FM impact questionnaire scores, and meeting the American College of Rheumatology 1990 criteria and FM survey criteria. Patients with FM who are obese, compared with normal-weight patients, have higher depression scores measured by Patient Health Questionnaire 9 (13.2 [6.6] vs 10.5 [6], P = 0.03), report increased disability by Health Assessment Questionnaire Disability Index scores (1.3 [0.6] vs 0.9 [0.6], P &lt; 0.001), exercise less (8.4% vs 25.4%, P = 0.003), have more medical comorbidities (1.5 [1.3] vs 0.7 [0.9], P &lt; 0.001), take more medications for FM (3.5 [2.2] vs 2.1 [1.8], P &lt; 0.001), and report higher prevalence of abuse (48% vs 33.9%, P = 0.016) and sexual abuse (17.3% vs 6.8%, P = 0.01). Compared with normal-weight patients, obese FM patients are more disabled, report more medical comorbidities, exercise less, have a higher incidence of abuse, report increased depressive symptoms, and take more medications for FM. Bivariate analysis showed association of increasing BMI with the Health Assessment Questionnaire Disability Index (not FM impact questionnaire) and depression. We confirm that the prevalence of overweight and obesity is high in FM and believe that physicians treating FM should be aware of our bivariate linear correlations and discuss weight loss with their FM patients. Even if increasing BMI is not intrinsic to FM, it contributes to poor mood and functional outcome and should be a treatment goal.	NA	Journal of clinical rheumatology : practical reports on rheumatic &amp; musculoskeletal diseases	4.Bronze	Fibromyalgia and Obesity: The Association Between Body Mass Index and Disability, Depression, History of Abuse, Medications, and Comorbidities.	2015	From the *Orthopedic and Rheumatologic Institute, Cleveland Clinic, Cleveland; and †Ohio State University, Columbus, OH.	0.0	[\&#39;eng\&#39;]	United States	Gota CE, Kaouk S, Wilke WS
30128732	Journal Article	In 2011 EULAR first published recommendations for the potential role of nurses in the management of patients with rheumatic diseases. To perform a literature update for the role of nurses in the management of chronic inflammatory arthritis (CIA) from 2010 to 2018. A systematic literature review (SLR) was performed according to the PRISMA guidelines, in accordance with the search strategies and eligibility criteria of the EULAR taskforce. The eligibility criteria were \&quot;inflammatory arthritis\&quot;, \&quot;interventions undertaken by nurses\&quot; and \&quot;relevant outcomes to answer the research questions\&quot;. Exclusion criteria were in itself contradictory outcomes, insufficient data, consideration if they did not clearly distinguish between nurses and health professionals or focused on chronic other than rheumatic diseases. Systematic reviews were classified as descriptive and excluded. Quality of selected trials was determined according to Oxford-levels of evidence 2009. A total of 48 articles and 10 abstracts were identified fulfilling the eligibility and exclusion criteria. Recommendation 1 has been well established in Europe so far. New evidence strengthens the recommendation 3, and-at least in part-recommendation 6. High evidence strengthens recommendation 4, especially for outpatients with low and stable disease activity. Some new evidence also exists for recommendations 7 and 8. This SLR reveals new evidence for the role of nurses in managing CIA patients since 2010, especially for RA-patients with low disease activity or in remission.	[[\&#39;Nurse clinicians\&#39;, \&#39;Nursing\&#39;, \&#39;Organization and administration\&#39;, \&#39;Public health\&#39;, \&#39;Supply and distribution\&#39;]]	Rheumatology international	4.Bronze	Nurses\&#39; roles in the management of chronic inflammatory arthritis: a systematic review.	20/08/2018	Department of Internal Medicine, Clinic II, Medical University of Innsbruck, Anichstrasse 35, 6020, Innsbruck, Austria.	0.0	[\&#39;eng\&#39;]	Germany	Vivienne L, Michael S
29342473	Comparative Study	Objective To compare outcomes in psoriatic arthritis (PsA) patients initiating adalimumab (ADA), with short- and long-term disease duration and to evaluate the potential effect of concomitant conventional synthetic disease-modifying antirheumatic drugs (csDMARD) or glucocorticoids. Methods Analyses included adult PsA patients registered in the Rheumatic Diseases Portuguese Register (Reuma.pt) between June 2008-June 2016 who received ADA for ≥3 months. Psoriatic Arthritis Response Criteria (PsARC) response, tender and swollen joint count, inflammatory parameters, patient (PtGA) and physician global assessment (PhGA), Disease Activity Score-28 joints (DAS28), and Health Assessment Questionnaire Disability Index (HAQ-DI) were compared between patients with &lt;5 years of disease (early PsA) and those with ≥5 years of disease duration (late PsA). Time to achieving PsARC response was estimated using the Kaplan-Meier method. Results Of 135 PsA patients treated with ADA, 126 had information on disease duration (earlyPsA, n=41). PsARC response was achieved by 72.9% of the patients (88.0% early PsA vs 62.2% late PsA; P=0.022) after 3 months and by 85.4% after 24 months (100% early PsA vs 75.9% late PsA; P=0.044). Early PsA patients achieved significantly less painful joints (2.7 vs 6.7, p=0.006), lower mean C-reactive protein (0.5 mg/dL vs 1.3 mg/dL; P=0.011), and PhGA (18.3 vs 28.1; P=0.020) at 3 months. In the long term, early PsA patients also had fewer swollen joints (0.3 vs 1.7; P=0.030) and lower PhGA (6.3 vs 21.9; P&lt;0.001), C-reactive protein (0.4 mg/dL vs 1.0 mg/dL; P=0.026), and DAS28 (2.2 vs 3.2; P=0.030). HAQ-DI decreased in both groups reaching a mean value at 24 months of 0.4 and 0.8 (P=ns) in early and late PsA, respectively. Early PsA patients obtained PsARC response more rapidly than late PsA (3.8 and 7.4 months, respectively; P=0.008). Concomitant csDMARDs showed clinical benefit (2-year PsARC response, 88.3% vs 60.0%; P=0.044). Concomitant glucocorticoids had no effect on PsARC response over 2 years of follow-up. Persistence on ADA was similar in both groups. Conclusion Early PsA patients had a greater chance of improvement after ADA therapy and better functional outcome, and achieved PsARC response more rapidly than late PsA. In this cohort, comedication with csDMARDs was beneficial over 2 years.	NA	Acta reumatologica portuguesa	4.Bronze	Effectiveness of early adalimumab therapy in psoriatic arthritis patients from Reuma.pt - EARLY PsA.	NA	Instituto Português de Reumatologia.	0.0	[\&#39;eng\&#39;]	Portugal	Santos H, Eusébio M, Borges J, Gonçalves D, Ávila-Ribeiro P, Faria DS, Lopes C, Rovisco J, Águeda A, Nero P, Valente P, Cravo AR, Santos MJ
6396271	Clinical Trial	Nabumetone, belonging to a new class of anti-inflammatory drugs, was administered to 9 patients suffering from radiologically-confirmed osteoarthritis of one or more of the following articulations: knees, hips, cervical and lumbar spine. A single nightly dose of 1 g was given for at least one year, and up to three years. The drug was found to be generally effective on such criteria as articular mobility, night pain, and pain during activity. No significant alterations which could be attributed to the treatment were seen in haematological parameters, blood creatinine and urea levels, protein, transaminases, alkaline phosphatase, gamma-glutamyl transferase and other blood and urine tests. The side-effects claimed by the patients included gastric upset, pyrosis, epigastric pain, constipation, malleolar oedema and drowsiness. These complaints did not lead to termination of the treatment. The efficacy and safety of nabumetone found in this and other studies warrant its further investigation in the treatment of rheumatic diseases.	NA	International journal of tissue reactions	4.Bronze	Efficacy and safety of nabumetone in long-term treatment of osteoarthritis.	1984	NA	0.0	[\&#39;eng\&#39;]	Switzerland	Verbruggen LA, Pintens H
27390225	Journal Article	To evaluate the prevalence of sacroiliitis, the radiographic hallmark of inflammatory spondyloarthropathy, among patients diagnosed with fibromyalgia syndrome (FMS), using the current Assessment of SpondyloArthritis International Society (ASAS) criteria and magnetic resonance imaging. Patients experiencing FMS (American College of Rheumatology 1990 criteria) were interviewed regarding the presence of spondyloarthritis (SpA) features and underwent HLA-B27 testing, C-reactive protein (CRP) level measurement, and magnetic resonance imaging examinations of the sacroiliac joints. FMS severity was assessed by the Fibromyalgia Impact Questionnaire and the Short Form 36 health survey. SpA severity was assessed by the Bath Ankylosing Spondylitis Disease Activity Index. Sacroiliitis was demonstrated among 8 patients (8.1%) and ASAS criteria for diagnosis of axial SpA were met in 10 patients (10.2%). Imaging changes suggestive of inflammatory involvement (e.g., erosions and subchondral sclerosis) were demonstrated in 15 patients (17%) and 22 patients (25%), respectively. The diagnosis of axial SpA was positively correlated with increased CRP level and with physical role limitation at recruitment. Imaging changes suggestive of axial SpA were common among patients with a diagnosis of FMS. These findings suggest that FMS may mask an underlying axial SpA, a diagnosis with important therapeutic implications. Physicians involved in the management of FMS should remain vigilant to the possibility of underlying inflammatory disorders and actively search for such comorbidities.	NA	Arthritis care &amp; research	4.Bronze	Prevalence of Axial Spondyloarthritis Among Patients With Fibromyalgia: A Magnetic Resonance Imaging Study With Application of the Assessment of SpondyloArthritis International Society Classification Criteria.	2017	Tel Aviv Sourasky Medical Center and Sackler School of Medicine, Tel Aviv University, Tel Aviv, Israel.	0.0	[\&#39;eng\&#39;]	United States	Ablin JN, Eshed I, Berman M, Aloush V, Wigler I, Caspi D, Likhter M, Wollman J, Paran D, Anouk M, Elkayam O
18668547	Journal Article	To determine whether the plasma levels of a range of inflammatory proteins have utility as biomarkers of disease activity in rheumatoid arthritis (RA) patients. Plasma proteins (n = 163) were profiled in 44 patients with RA diagnosed according to the American College of Rheumatology 1987 criteria (22 with active and 22 with quiescent disease) and in 16 age- and sex-matched healthy controls. The utility of a subset of differentially expressed proteins as predictors of RA disease activity was investigated using partial least-squares discriminant analysis, and their response to therapeutic intervention was evaluated in plasma from an additional cohort of 16 patients with active RA treated with anti-tumor necrosis factor alpha (anti-TNFalpha). The protein profiling study identified 25 proteins that were differentially expressed in plasma samples from patients with active RA (P for the false discovery rate &lt; or = 0.01) compared with those with quiescent RA, including the previously described interleukin-6 (IL-6), oncostatin M, and IL-2, and the 5 less-established markers macrophage colony-stimulating factor (M-CSF), tumor necrosis factor receptor superfamily member 9, CCL23, transforming growth factor alpha, and CXCL13. Systemic levels of these 5 markers correlated with the C-reactive protein level, erythrocyte sedimentation rate, rheumatoid factor level, tender joint count in 68 joints, and Disease Activity Score in 28 joints (DAS28), and their combined plasma levels were shown to be good predictors of disease activity (kappa = 0.64). In anti-TNFalpha-treated RA patients, plasma levels of CXCL13 were reduced after 1 and 7 days of therapy, and levels of CCL23, M-CSF, and CXCL13 showed a statistically significant positive correlation with the DAS28 score. This exploratory study for biomarker discovery led to the identification of several proteins predictive of RA disease activity that may be useful in the definition of disease subphenotypes and in the measurement of response to therapy in clinical studies.	NA	Arthritis and rheumatism	4.Bronze	Potential novel biomarkers of disease activity in rheumatoid arthritis patients: CXCL13, CCL23, transforming growth factor alpha, tumor necrosis factor receptor superfamily member 9, and macrophage colony-stimulating factor.	2008	GlaxoSmithKline, Stevenage, UK.	0.0	[\&#39;eng\&#39;]	United States	Rioja I, Hughes FJ, Sharp CH, Warnock LC, Montgomery DS, Akil M, Wilson AG, Binks MH, Dickson MC
27805330	Comparative Study	Ultrasonography can be used in early Rheumatoid Arthritis to determine and to follow parameters of joint inflammation, such as effusion, synovitis, and marginal erosion that can be radiologically occult. We therefore planned a study to investigate whether Ultrasonography could provide information on signs of inflammation and destruction in Rheumatoid Arthritis affected finger joints that was not available with Radiography and compared it to the information provided by Magnetic resonance imaging. Hospital Based Descriptive Study. The study included 30 patients fulfilling American College of Rheumatology 2010 criteria of Rheumatoid Arthritis with no erosions present on radiographs of hands. Erosion, Synovial thickening/vascularity, effusion and Tenosynovitis of Flexor tendon sheath / Extensor tendon sheath were assessed on both Ultrasonography and Magnetic resonance imaging. Considering Magnetic resonance imaging as gold standard sensitivity, specificity, positive predictive value, negative predictive value and kappa value of Ultrasonography were calculated. Kappa value was calculated by kappa statistics to show agreement between the two modalities. Ultrasonography and Magnetic resonance imaging had near perfect agreement for detecting synovial thickening and vascularity, substantial agreement for detecting effusion, Flexor tendon sheath / Extensor tendon sheath inflammation, and only moderate agreement for detecting erosions in Metacarpophalangeal and Proximal interphalangeal joints. The early diagnosis of Rheumatoid Arthritis by Ultrasonography and MRI is very important to early treatment of Rheumatoid Arthritis. Ultrasonography is a reliable method for assessing inflammatory activity and destructive changes in small joints of hand as the Ultrasonographic findings are comparable to those of MRI.	NA	The Journal of the Association of Physicians of India	4.Bronze	Diagnostic Accuracy of Ultrasonography in Detection of Destructive Changes in Small Joints of Hands in Patients of Rheumatoid Arthritis: A Comparison with Magnetic Resonance Imaging.	2016	Senior Resident, Department of Radio-diagnosis, All Indian Institute of Medical Science, Jodhpur, Rajasthan.	0.0	[\&#39;eng\&#39;]	India	Saran S, Bagarhatta M, Saigal R
15552515	Journal Article	Therapies for rheumatoid arthritis (RA) may be assessed according to relative levels of measures to compare efficacy to another therapy or to a placebo, as in the American College of Rheumatology (ACR) 20%, 50%, or 70% (ACR 20 ACR 50 and ACR 70) responses, or by absolute levels of measures, as in disease activity scores (DAS), ACR criteria for remission, or \&quot;target values\&quot; of specific measures. Regulatory considerations have emphasized primarily relative comparisons to a placebo or standard therapy, derived in part from the weak efficacy of traditional disease modifying anti-rheumatic drugs (DMARDs). While improvement compared to placebo certainly indicates efficacy, it is of concern that measures of inflammatory activity, such as swollen joints and the erythrocyte sedimentation rate (ESR), may be stable or improved over periods of 5-10 years, while measures of damage, such as joint deformity and radiographic changes, may progress over the same period in the same patients. These findings suggest that improvement at a level of 20% or 50% may deter but not prevent severe long-term outcomes of radiographic progression, functional declines, work disability, and premature mortality, seen in most patients until the middle 1990s. Outcomes appear to be improved at this time, associated with aggressive treatment strategies and more powerful therapies, including biologic agents. In the Finnish Rheumatoid Arthritis Combination Therapy Trial (FinRACo), no patient who was in remission after 6 months was receiving work disability payments 4 1/2 years later, compared to 22% of patients who had ACR 20 or 50 responses and 54% of patients who did not have ACR 20 responses after 6 months who were all receiving work disability payments after 5 years. These findings suggest that absolute targets, including remission, may be realistic contemporary goals, with aggressive treatment strategies and more effective DMARDs and biologic agents.	NA	Clinical and experimental rheumatology	4.Bronze	Relative versus absolute goals of therapies for RA: ACR 20 or ACR 50 responses versus target values for \&quot;near remission\&quot; of DAS or single measures.	NA	Division of Rheumatology and Immunology, Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee 37232-4500, USA.	0.0	[\&#39;eng\&#39;]	Italy	Pincus T, Sokka T, Kavanaugh A
25362660	Journal Article	Because psoriatic arthritis (PsA) is an inflammatory disease of joints, serum soluble biomarkers specific for chronic joint and bone inflammation may predict future disease severity and response to therapy, thereby informing stratified medicine approaches. The objectives of our systematic review were to determine whether serum soluble bone and cartilage turnover biomarkers are (1) associated with PsA or psoriatic spondyloarthropathy; and (2) associated with disease activity, disease severity, or clinical phenotype. Ten studies met eligibility criteria. Matrix metalloproteinase (MMP)-3, Dickkopf (DKK)-1, macrophage colony-stimulating factor (M-CSF), crosslinked telopeptide of collagen-1, and tumor necrosis factor-related apoptosis-inducing ligand were associated with PsA, with equivocal results for osteoprotegerin (OPG) and bone alkaline phosphatase (ALP). MMP-3, DKK-1, M-CSF, CPII:C2C (ratio of cartilage degradation vs byproduct formation), and possibly OPG were associated with PsA independently of psoriasis. C1-2C (a neoepitope released when type 2 cartilage is degraded by collagenases) was associated with both tender and swollen joint counts, and bone morphogenetic protein-4 with patient global assessment of disease, pain score, and the Bath Ankylosing Spondylitis Disease Activity Index. Bone ALP was associated with disease activity. M-CSF and receptor activator of nuclear factor-κB ligand were associated with several plain radiographic features. No studies have investigated biomarker associations specifically with axial PsA.	[[\&#39;ARTHRITIS\&#39;, \&#39;BIOLOGICAL MARKERS\&#39;, \&#39;DICKKOPF-1\&#39;, \&#39;MATRIX\&#39;, \&#39;METALLOPROTEINASE\&#39;, \&#39;PSORIATIC\&#39;, \&#39;PSORIATIC SPONDYLOARTHRITIS\&#39;]]	The Journal of rheumatology	4.Bronze	Serum soluble bone turnover biomarkers in psoriatic arthritis and psoriatic spondyloarthropathy.	01/11/2014	From the Royal National Hospital for Rheumatic Diseases, and the University of Bath, Bath, UK.D.R. Jadon, MRCP, Research Fellow, Rheumatology; E. Korendowych, FRCP, Consultant Rheumatologist; R. Sengupta, FRCP, Consultant Rheumatologist, Royal National Hospital for Rheumatic Diseases; A.L. Nightingale, PhD, Research Fellow; M.A. Lindsay, PhD, Professor, Pharmacy and Pharmacology, University of Bath; N.J. McHugh, FRCP, Consultant Rheumatologist, Royal National Hospital for Rheumatic Diseases, and the University of Bath. jadondr@yahoo.com.	0.0	[\&#39;eng\&#39;]	Canada	Jadon DR, Nightingale AL, McHugh NJ, Lindsay MA, Korendowych E, Sengupta R
17051361	English Abstract	Pain and loss of function are the clinical signs of osteoarthritis (OA). Conventional x-rays confirm the diagnosis or provide important hints for differential diagnosis. In the natural course of OA, x-rays are performed at longer intervals when pain increases or therapy is without effect, especially if more invasive therapies, or even surgery, becomes necessary. The advantages of x-rays are worldwide availability, cost effectiveness, very long experience with this imaging method and the possibility of storing the images for long periods of time. The typical findings of OA can be detected only roughly by quantitative methods. In many patients, grading of OA does not correlate well with the clinical symptoms. X-ray changes are part of the American College of Rheumatology (ACR) classification criteria for OA of the hand, hip and knee. Ordinary s-rays can depicting bone with a higher local resolution than any other imaging technique. Soft tissues and cartilage can be visualized only indirectly. In OA, ultrasound is the method to depict intra-articular effusion at an early stage. Osteophytes or the degree of synovitis are also visible. Concomitant changes in tendons, bursae or cartilage, such as structures in the hip, shoulder and knee, can be evaluated. MRI is an appropriate tool for describing changes in cartilage volume and concomitant soft-tissue alterations. For qualitative cartilage imaging, MRI has, to date, not been fully validated. Bone scans (bone scintigraphy) allow the differentiation of inflammatory from degenerative joint affections and may add information on the activity of the subchondral bone, which may develop to a prognostic marker of OA. This survey represents recommendations of the Commission \&quot;Imaging Techniques\&quot; of the German Rheumatology Society regarding the technical and individual conditions, indications, practical guidance and the typical findings of imaging in OA.	NA	Zeitschrift fur Rheumatologie	4.Bronze	[Imaging of osteoarthritis of the peripheral joints].	2007	Klinik für Orthopädie und Orthopädische Rheumatologie, HELIOS-Klinikum Berlin-Buch, Hobrechtsfelder Chaussee 96, 13125 Berlin. zacher.berlin-buch@t-online.de	0.0	[\&#39;ger\&#39;]	Germany	Zacher J, Carl HD, Swoboda B, Backhaus M
12137706	Journal Article	Because of the unpredictability people with arthritis face on a daily basis, patient education programmes have become an effective complement to traditional medical treatment giving people with arthritis the strategies and the tools necessary to make daily decisions to cope with the disease. To assess the effectiveness of patient education interventions on health status in patients with rheumatoid arthritis. We searched MEDLINE, EMBASE and PsycINFO and the Cochrane Controlled Trials Register. A selection of review articles (see references) were examined to identify further relevant publications. There was no language restriction. Randomised controlled trials (RCT\&#39;s) evaluating patient education interventions that included an instructional component and a non-intervention control group; pre- and post-test results available separately for RA, either in the publication or from the studies\&#39; authors; and study results presented in full, end-of-study report. Twenty-four studies with relevant data were included. We found significant effects of patient education at first follow-up for scores on disability, joint counts, patient global assessment and psychological status. Physician global assessment was not assessed in any of the included studies. The two separate dimensions of psychological status: anxiety and depression showed no significant effects, nor did the dimensions of pain and disease activity. At final follow up no significant effects of patient education were found. Patient education as provided in the studies reviewed here had moderate short-term effects on patient global assessment, and small short-term effects on disability, joint counts and psychological status. There were no long-term benefits.	NA	The Cochrane database of systematic reviews	4.Bronze	Patient education for adults with rheumatoid arthritis.	2002	NHS Centre for Reviews and DIssemination, University of York, Heslington, York, UK, YO10 5DD. rpr1@york.ac.uk	0.0	[\&#39;eng\&#39;]	England	Riemsma RP, Kirwan JR, Taal E, Rasker JJ
29228799	Journal Article	Calprotectin (myeloid-related protein 8/14) is elevated in inflammatory diseases and a correlation of serum calprotectin and disease activity in rheumatoid arthritis (RA) has been shown. In this study, we investigated plasma calprotectin as a disease marker in patients with chronic RA treated with methotrexate (MTX) monotherapy and compared plasma calprotectin with C-reactive protein (CRP) in this matter. Seventy-six patients with chronic RA were included in this open prospective study and of these 40 were included prior to initiation of MTX therapy. The patients were followed with laboratory and clinical parameters for 52-56 weeks. Plasma calprotectin was analyzed at the start of study and at various intervals. Radiographic evaluation was performed at baseline and after 17.2 months and progression in joint destruction was measured with Larsen score. The response to MTX was evaluated according to the American College of Rheumatology criteria. Patients starting MTX treatment had significantly higher levels of plasma calprotectin compared to patients well established on MTX therapy (p = .008). Among the 40 patients naive to MTX, 25 responded to MTX therapy and serum calprotectin decreased significantly in these patients (p = .0007). The radiographic damage showed no relation to calprotectin. Plasma calprotectin is associated with disease activity in patients with chronic RA and is more strongly correlated to MTX response compared to CRP. The role of calprotectin as a disease marker is promising and the advantages compared to CRP needs to be further investigated.	[[\&#39;Calprotectin\&#39;, \&#39;Larsen score\&#39;, \&#39;S100A8/9\&#39;, \&#39;biomarker\&#39;, \&#39;inflammation\&#39;, \&#39;methotrexate\&#39;, \&#39;rheumatoid arthritis\&#39;, \&#39;synovial\&#39;, \&#39;treatment\&#39;]]	Scandinavian journal of clinical and laboratory investigation	4.Bronze	Calprotectin in patients with chronic rheumatoid arthritis correlates with disease activity and responsiveness to methotrexate.	11/12/2017	a Department of Clinical Biochemistry , Randers Regional Hospital , Randers NØ , Denmark.	0.0	[\&#39;eng\&#39;]	England	Nielsen UB, Bruhn LV, Ellingsen T, Stengaard-Pedersen K, Hornung N
